store,dept,date,weekly_sales,isholiday,type,size,temperature,fuel_price,markdown1,markdown2,markdown3,markdown4,markdown5,cpi,unemployment
1,24,2011-12-30,4818.81,True,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1,24,2012-01-06,4539.89,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1,24,2012-01-13,3087.45,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1,24,2012-01-20,3119.12,False,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1,24,2012-01-27,3534.93,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1,24,2012-02-03,5455.8,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1,24,2012-02-10,7473.32,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1,24,2012-02-17,6598.42,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1,24,2012-02-24,5345.89,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1,24,2012-03-02,6269.69,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1,24,2012-03-09,5554.83,False,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1,24,2012-03-16,4842.19,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1,24,2012-03-23,5184.95,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
1,24,2012-03-30,5401.75,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348
1,24,2012-04-13,4986.97,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143
1,24,2012-04-20,5047.11,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143
1,24,2012-06-01,3853.81,False,A,151315,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143
1,24,2012-06-08,3810.35,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143
1,24,2012-06-15,3670.73,False,A,151315,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143
1,24,2012-06-22,4129.07,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143
1,24,2012-07-06,4671.82,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908
1,24,2012-07-13,4537.83,False,A,151315,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908
1,24,2012-07-20,5164.1,False,A,151315,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908
1,24,2012-07-27,5974.25,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908
1,24,2012-08-03,8003.97,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908
1,24,2012-08-10,8870.23,False,A,151315,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908
1,24,2012-08-17,12967.94,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908
1,24,2012-08-24,16785.62,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908
1,24,2012-08-31,13181.63,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908
1,24,2012-09-07,5138.69,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908
1,24,2012-09-14,4980.64,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908
1,24,2012-09-21,4979.52,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908
1,24,2012-09-28,4364.69,False,A,151315,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908
1,24,2012-10-26,7106.74,False,A,151315,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573
1,25,2011-11-11,10417.72,False,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866
1,25,2011-11-18,8130.08,False,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866
1,25,2011-11-25,11997.22,True,A,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866
1,25,2011-12-02,10721.09,False,A,151315,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866
1,25,2011-12-09,11802.37,False,A,151315,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866
1,25,2011-12-16,11820.17,False,A,151315,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866
1,25,2011-12-23,15195.72,False,A,151315,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866
1,25,2011-12-30,9327.8,True,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1,25,2012-01-06,7359.16,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1,25,2012-01-13,6384.22,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1,25,2012-01-20,5272.76,False,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1,25,2012-01-27,6350.26,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1,25,2012-02-03,8798.84,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1,25,2012-02-10,10179.01,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1,25,2012-02-17,10930.07,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1,25,2012-02-24,10225.67,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1,25,2012-03-02,11620.37,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1,25,2012-03-09,13087.32,False,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1,25,2012-03-16,13002.03,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1,25,2012-03-23,11387.52,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
1,25,2012-03-30,15027.13,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348
1,25,2012-04-13,12736.32,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143
1,25,2012-04-20,10115.85,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143
1,25,2012-06-01,11528.12,False,A,151315,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143
1,25,2012-06-08,10527.53,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143
1,25,2012-06-15,10329.88,False,A,151315,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143
1,25,2012-06-22,9848.45,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143
1,25,2012-07-06,11324.5,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908
1,25,2012-07-13,8281.23,False,A,151315,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908
1,25,2012-07-20,9237.46,False,A,151315,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908
1,25,2012-07-27,8528.82,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908
1,25,2012-08-03,10019.2,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908
1,25,2012-08-10,8614.67,False,A,151315,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908
1,25,2012-08-17,9780.51,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908
1,25,2012-08-24,10625.07,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908
1,25,2012-08-31,10284.77,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908
1,25,2012-09-07,7461.45,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908
1,25,2012-09-14,7541.58,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908
1,25,2012-09-21,7804.28,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908
1,25,2012-09-28,7685.71,False,A,151315,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908
1,25,2012-10-26,11066.13,False,A,151315,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573
1,26,2011-11-11,7693.46,False,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866
1,26,2011-11-18,5878.78,False,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866
1,26,2011-11-25,8690.17,True,A,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866
1,26,2011-12-02,7107.23,False,A,151315,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866
1,26,2011-12-09,8443.46,False,A,151315,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866
1,26,2011-12-16,9502.94,False,A,151315,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866
1,26,2011-12-23,12517.98,False,A,151315,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866
1,26,2011-12-30,5036.62,True,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1,26,2012-01-06,4220.51,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1,26,2012-01-13,4369.57,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1,26,2012-01-20,4492.42,False,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1,26,2012-01-27,4667.16,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1,26,2012-02-03,6969.74,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1,26,2012-02-10,9120.37,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1,26,2012-02-17,7499.33,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1,26,2012-02-24,7457.98,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1,26,2012-03-02,8247.41,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1,26,2012-03-09,7890.21,False,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1,26,2012-03-16,7462.19,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1,26,2012-03-23,7313.8,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
1,26,2012-03-30,7592.79,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348
1,26,2012-04-13,6095.14,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143
1,26,2012-04-20,6869.49,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143
1,26,2012-06-01,5319.66,False,A,151315,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143
1,26,2012-06-08,5082.27,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143
1,26,2012-06-15,5688.08,False,A,151315,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143
1,26,2012-06-22,5852.37,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143
1,26,2012-07-06,5851.77,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908
1,26,2012-07-13,4375.44,False,A,151315,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908
1,26,2012-07-20,5279.41,False,A,151315,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908
1,26,2012-07-27,4350.86,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908
1,26,2012-08-03,5764.11,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908
1,26,2012-08-10,5498.9,False,A,151315,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908
1,26,2012-08-17,4924.3,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908
1,26,2012-08-24,5369.29,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908
1,26,2012-08-31,5602.58,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908
1,26,2012-09-07,5011.22,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908
1,26,2012-09-14,6001.13,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908
1,26,2012-09-21,6550.81,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908
1,26,2012-09-28,5035.97,False,A,151315,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908
1,26,2012-10-26,7412.16,False,A,151315,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573
1,27,2011-11-11,1882.59,False,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866
1,27,2011-11-18,1707.85,False,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866
1,27,2011-11-25,1992.88,True,A,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866
1,27,2011-12-02,1752.13,False,A,151315,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866
1,27,2011-12-09,2606.7,False,A,151315,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866
1,27,2011-12-16,4225.6,False,A,151315,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866
1,27,2011-12-23,5131.93,False,A,151315,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866
1,27,2011-12-30,2882.08,True,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1,27,2012-01-06,1788.6,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1,27,2012-01-13,1623.81,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1,27,2012-01-20,1451.96,False,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1,27,2012-01-27,966.46,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1,27,2012-02-03,1915.13,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1,27,2012-02-10,2367.25,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1,27,2012-02-17,2538.15,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1,27,2012-02-24,1784.56,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1,27,2012-03-02,1550.19,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1,27,2012-03-09,1418.25,False,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1,27,2012-03-16,1461.99,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1,27,2012-03-23,1269.16,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
1,27,2012-03-30,1409.77,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348
1,27,2012-04-13,983.69,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143
1,27,2012-04-20,970.43,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143
1,27,2012-06-01,1030.9,False,A,151315,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143
1,27,2012-06-08,1033.86,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143
1,27,2012-06-15,822.19,False,A,151315,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143
1,27,2012-06-22,1030.06,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143
1,27,2012-07-06,993.52,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908
1,27,2012-07-13,1018.36,False,A,151315,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908
1,27,2012-07-20,1241.1,False,A,151315,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908
1,27,2012-07-27,938.36,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908
1,27,2012-08-03,1145.67,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908
1,27,2012-08-10,1122.14,False,A,151315,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908
1,27,2012-08-17,1476.09,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908
1,27,2012-08-24,1643.59,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908
1,27,2012-08-31,1580.28,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908
1,27,2012-09-07,1060.29,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908
1,27,2012-09-14,857.88,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908
1,27,2012-09-21,1047.27,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908
1,27,2012-09-28,948.57,False,A,151315,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908
1,27,2012-10-26,1712.02,False,A,151315,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573
1,28,2011-11-11,788.61,False,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866
1,28,2011-11-18,648.03,False,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866
1,28,2011-11-25,526.29,True,A,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866
1,28,2011-12-02,685.52,False,A,151315,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866
1,28,2011-12-09,820.59,False,A,151315,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866
1,28,2011-12-16,853.19,False,A,151315,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866
1,28,2011-12-23,903.97,False,A,151315,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866
1,28,2011-12-30,714.86,True,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1,28,2012-01-06,557.94,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1,28,2012-01-13,539.86,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1,28,2012-01-20,634.48,False,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1,28,2012-01-27,641.94,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1,28,2012-02-03,571.7,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1,28,2012-02-10,745.15,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1,28,2012-02-17,845.62,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1,28,2012-02-24,734.59,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1,28,2012-03-02,633.51,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1,28,2012-03-09,657.41,False,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1,28,2012-03-16,513.24,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1,28,2012-03-23,457.22,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
1,28,2012-03-30,502.86,False,A,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348
1,28,2012-04-13,434.56,False,A,151315,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143
1,28,2012-04-20,527.48,False,A,151315,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143
1,28,2012-06-01,352.99,False,A,151315,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143
1,28,2012-06-08,389.31,False,A,151315,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143
1,28,2012-06-15,419.35,False,A,151315,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143
1,28,2012-06-22,371.9,False,A,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143
1,28,2012-07-06,416.06,False,A,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908
1,28,2012-07-13,331.24,False,A,151315,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908
1,28,2012-07-20,310.65,False,A,151315,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908
1,28,2012-07-27,258.1,False,A,151315,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908
1,28,2012-08-03,303.36,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908
1,28,2012-08-10,307.87,False,A,151315,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908
1,28,2012-08-17,312.75,False,A,151315,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908
1,28,2012-08-24,307.34,False,A,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908
1,28,2012-08-31,283.4,False,A,151315,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908
1,28,2012-09-07,374.15,True,A,151315,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908
1,28,2012-09-14,403.87,False,A,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908
1,28,2012-09-21,490.61,False,A,151315,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908
1,28,2012-09-28,402.73,False,A,151315,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908
1,28,2012-10-26,742.48,False,A,151315,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573
1,29,2011-11-11,4530.75,False,A,151315,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866
1,29,2011-11-18,4334.62,False,A,151315,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866
1,29,2011-11-25,5641.46,True,A,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866
1,29,2011-12-02,5466.91,False,A,151315,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866
1,29,2011-12-09,6750.53,False,A,151315,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866
1,29,2011-12-16,8445.01,False,A,151315,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866
1,29,2011-12-23,12848.12,False,A,151315,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866
1,29,2011-12-30,6951.19,True,A,151315,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1,29,2012-01-06,4174.68,False,A,151315,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1,29,2012-01-13,4008.75,False,A,151315,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1,29,2012-01-20,3689.44,False,A,151315,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1,29,2012-01-27,3510.94,False,A,151315,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1,29,2012-02-03,5646.11,False,A,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1,29,2012-02-10,7755.83,True,A,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1,29,2012-02-17,7122.71,False,A,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1,29,2012-02-24,5337.27,False,A,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1,29,2012-03-02,5082.59,False,A,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1,29,2012-03-09,4735.19,False,A,151315,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1,29,2012-03-16,4735.58,False,A,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1,29,2012-03-23,3903.39,False,A,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
